Bundesland;Name der Institution;Ort;Einrichtungsart;Trägerschaft Hochschulkompass;OA-Webseite der Institution;OA-Webseite der Institution URL;OA-Beauftragte*r;OA-Beauftragte*r Name;OA-Beauftragte*r URL;OA-Beauftragte*r Quelle URL;Ansprechperson für OA;Ansprechperson für OA URL;(Funktions-)Emailadresse;OA Policy;OA Policy Datum2;OA Policy URL;OA-Strategie;OA-Strategie Datum;OA-Strategie URL;OS Policy;OS Policy Datum;OS Policy URL;Zs. Publikationsfonds;Zs. Publikationsfonds URL;Mono. Publikationsfonds;Mono. Publikationsfonds URL;Repositorium;Repositorium URL;Repositorium andere URL;OA-Verlag;OA-Verlag URL;OJS-Standort;OJS-Standort URL;OA-/OS-Preis;OA-/OS-Preis Kategorie;OA-/OS-Preis URL;Berliner Erklärung;Datum Unterzeichnung Berliner Erklärung;OA2020 Expression of Interest;DORA Institution;Jussieu- Appell;Bearbeiter*in;aktualisiert am;Name (Website Ministerium);Affiliation ROR;ROR ID;GRID ID;Wikidata ID;URL Webseite Institution
Hamburg;EBC Hochschule;Hamburg;Hochschule;privat, staatlich-anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;https://ror.org/04w49ae90;grid.465855.f;Q1262310;https://www.ebc-hochschule.de
Hamburg;Berufsakademie Hamburg gGmbH;Hamburg;Hochschule;privat, staatlich-anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;NA;https://www.ba-hamburg.de/
Hamburg;htk Hamburger Technische Kunsthochschule - Akademie für Gestaltung;Hamburg;Hochschule;privat, staatlich-anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;Recherche fehlt;https://www.htk-hamburg.de/
Hessen;Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU), University of Applied Sciences;Bad Hersfeld;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;Q1622174;https://www.dguv.de/hochschule/index.jsp
Niedersachsen;Leibniz-Akademie e. V.;Hannover;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;NA;https://leibniz-akademie.de/index.php?id=155
Nordrhein-Westfalen;Hochschule für Angewandte Wissenschaften Europa;Iserlohn;Hochschule;privat, staatlich-anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;https://ror.org/041w2kh96;grid.466374.4;Q53546459;https://www.ue-germany.com
Nordrhein-Westfalen;Hochschule der Sparkassen-Finanzgruppe;Bonn;Hochschule;privat, staatlich-anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;Q1622157;https://www.s-hochschule.de/
Bayern;Hochschule für den öffentlichen Dienst in Bayern;München;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;https://ror.org/01v7j8968;grid.466426.4;Q1391290;https://www.fhvr.bayern.de
Bayern;Akademie der Bildenden Künste München;München;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;Akademie der Bildenden Künste München;NA;https://ror.org/044rf5p19;grid.466255.6;Q414052;https://www.adbk.de/
Bayern;Technische Universität Nürnberg;Nürnberg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;ja;https://www.th-nuernberg.de/einrichtungen-gesamt/administration-und-service/bibliothek/elektronische-angebote/open-access/ohmdok/;bib-opus[at]th-nuernberg[?dot]de ;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-ohm/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;Q56187114;https://www.tu-n.org/
Brandenburg;Fachhochschule der Polizei des Landes Brandenburg;Oranienburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;https://ror.org/05k17x772;grid.466433.0;Q1391247;https://www.fhpolbb.de
Bremen;Hochschule für Öffentliche Verwaltung (HfÖV) Bremen;Bremen;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;https://ror.org/05q2pee13;grid.466443.7;Q1622242;https://www.hfoev.bremen.de/sixcms/detail.php?gsid=bremen02.c.730.de
Hamburg;Akademie der Polizei Hamburg;Hamburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;https://ror.org/05tn39y33;grid.466451.4;Q1622155;https://akademie-der-polizei.hamburg.de/
Hamburg;Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg;Hamburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;Q1997705;https://www.hamburg.de/fb/norddeutsche-akademie-fuer-finanzen-und-steuerrecht-hamburg/
Hessen;Hessische Hochschule für Finanzen und Rechtspflege;Rotenburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;https://ror.org/035jc1316;grid.466455.0;Q1615884;https://studienzentrum-rotenburg.hessen.de/hhfr
Rheinland-Pfalz;Theologische Fakultät Trier;Trier;Universität;öffentlich-rechtlich;ja;https://www.uni-trier.de/bibliothek/ueber-uns/fachspezifische-informationen/theologie;nein;NA;NA;NA;ja;https://www.uni-trier.de/bibliothek/ueber-uns/fachspezifische-informationen/theologie;openaccess[at]uni-trier[?dot]de ;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;"ja; andere";https://www.uni-trier.de/bibliothek/forschen-publizieren/elektronische-hochschulschriften-opus;https://kidoks.bsz-bw.de/home;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;NA;NA;NA;Q1714370;https://www.uni-trier.de/index.php?id=41977
Bayern;Augustana-Hochschule;Neuendettelsau;Universität;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;andere;NA;https://kidoks.bsz-bw.de/home;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;NA;Augustana-Hochschule Neuendettelsau;https://ror.org/04nkken68;grid.462035.6;Q765928;https://www.augustana.de
Nordrhein-Westfalen;Hochschule für Musik und Tanz Köln;Köln;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;andere;NA;https://noah.nrw/;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;Hochschule für Musik und Tanz Köln;NA;https://ror.org/05256tw11;grid.461660.3;Q55021;https://www.hfmt-koeln.de/
Hessen;Philosophisch-Theologische Hochschule Sankt Georgen;Frankfurt am Main;Universität;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;Philosophisch-Theologische Hochschule Sankt Georgen;Sankt Georgen Graduate School of Philosophy and Theology;https://ror.org/01x84xc38;grid.461791.c;Q895645;https://www.sankt-georgen.de
Hessen;Lutherische Theologische Hochschule Oberursel;Oberursel;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;Lutherische Theologische Hochschule;NA;NA;NA;Q1877909;https://www.thh.de/
Bayern;Ostbayerisch-Technische-Hochschule Regensburg;Regensburg;Hochschule;öffentlich-rechtlich;ja;https://www.oth-regensburg.de/en/our-university/facilities/library/elektronisches-publizieren/open-access.html;nein;NA;NA;NA;ja;https://www.oth-regensburg.de/hochschule/einrichtungen/hochschulbibliothek/publikationsserver-der-othr.html;renate[?dot]siegmuelle[at]oth-regensburg[?dot]de;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-oth-regensburg/home/index/help;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-17TT00:00:00Z;Ostbayerisch-Technische-Hochschule Regensburg;NA;https://ror.org/04b9vrm74;grid.434958.7;Q982435;https://www.oth-regensburg.de/
Mecklenburg-Vorpommern;Hochschule für Musik und Theater Rostock;Rostock;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-04-12T00:00:00Z;Hochschule für Musik und Theather in Rostock;NA;https://ror.org/031yv7164;grid.449499.d;Q881130;https://www.hmt-rostock.de
Thüringen;Hochschule für Musik Franz Liszt Weimar;Weimar;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-10-31T23:00:00Z;Hochschule für Musik FRANZ LISZT Weimar;NA;https://ror.org/000evwg49;grid.461658.8;Q536163;https://www.hfm-weimar.de
Thüringen;Fachhochschule Erfurt;Erfurt;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-10-31T23:00:00Z;Fachhochschule Erfurt;NA;https://ror.org/01hkc4630;grid.465903.d;Q1391189;https://www.fh-erfurt.de/fhe/
Thüringen;Ernst-Abbe-Hochschule Jena;Jena;Hochschule;öffentlich-rechtlich;nein;https://www.eah-jena.de/forschung/open-science;nein;NA;NA;NA;ja;https://www.eah-jena.de/forschung/open-science;NA;nein;NA;NA;nein;NA;NA;ja;16.02.2021;https://www.eah-jena.de/forschung/open-science;ja;NA;nein;NA;andere;NA;https://www.db-thueringen.de/content/index.xml;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-10-31T23:00:00Z;Ernst-Abbe-Hochschule Jena;NA;https://ror.org/01rfnc002;grid.413047.5;Q1356982;https://www.eah-jena.de/de-de
Thüringen;Thüringer Verwaltungsfachhochschule;Gotha;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-10-31T23:00:00Z;NA;NA;NA;NA;NA;https://www.thueringen.de/th3/vfhs/
Niedersachsen;Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth;Wilhelmshaven;Hochschule;öffentlich-rechtlich;ja;https://www.jade-hs.de/unsere-hochschule/organisation/zentrale-bereiche/hochschulbibliothek/services/forschen-und-publizieren/;nein;NA;NA;NA;ja;https://www.jade-hs.de/unsere-hochschule/organisation/zentrale-bereiche/hochschulbibliothek/services/forschen-und-publizieren/;"catharina[dot]boss[at]jade-hs[dot]de; walburgis[dot]fehners[at]jade-hs[dot]de";nein;NA;NA;nein;NA;NA;nein;NA;NA;ja;https://www.jade-hs.de/unsere-hochschule/organisation/zentrale-bereiche/hochschulbibliothek/services/forschen-und-publizieren/;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;ja;2019-12-19T00:00:00Z;nein;nein;nein;LM;2022-10-02T22:00:00Z;NA;NA;https://ror.org/02vvvm705;grid.449343.d;Q982400;https://www.jade-hs.de
Niedersachsen;Hochschule für Bildende Künste Braunschweig;Braunschweig;Hochschule;öffentlich-rechtlich;ja;https://www.hbk-bs.de/einrichtungen/bibliothek/online-publizieren/;nein;NA;NA;NA;ja;https://www.hbk-bs.de/einrichtungen/bibliothek/online-publizieren/;"f[?dot]stiller[at]hbk-bs[?dot]de; a[dot]talk[at]hbk-bs[dot]de";nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus.hbk-bs.de/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-10-02T22:00:00Z;NA;NA;https://ror.org/03aft2f80;grid.461648.9;Q879216;https://www.hbk-bs.de
Nordrhein-Westfalen;Philosophisch-Theologische Hochschule Münster;Münster;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;NA;NA;https://ror.org/00717c553;grid.506505.3;Q2088268;https://www.pth-muenster.de
Nordrhein-Westfalen;Fachhochschule der Diakonie gemeinnützige GmbH;Bielefeld;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;Fachhochschule der Diakonie;NA;https://ror.org/00yvfbm89;grid.466381.e;Q1391246;https://www.fh-diakonie.de
Niedersachsen;Hochschule Osnabrück;Osnabrück;Hochschule;öffentlich-rechtlich;ja;https://www.bib.hs-osnabrueck.de/literatur/literatur-publizieren;nein;NA;NA;NA;ja;https://www.bib.hs-osnabrueck.de/literatur/literatur-publizieren/#c3246157;publizieren[at]hs-osnabrueck[dot]de;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus.hs-osnabrueck.de/home;NA;nein;NA;nein;NA;nein;NA;NA;ja;2022-02-18T00:00:00Z;nein;nein;nein;LM;2022-07-02T22:00:00Z;Hochschule Osnabrück;NA;https://ror.org/059vymd37;grid.434095.f;Q1622135;https://www.hs-osnabrueck.de/
Niedersachsen;Kommunale Hochschule für Verwaltung in Niedersachsen (HSVN);Hannover;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;NA;NA;NA;NA;NA;https://www.nsi-hsvn.de/linkit.php?menuid=73&topmenu=73
Nordrhein-Westfalen;Hochschule Hamm-Lippstadt;Hamm;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;Hochschule Hamm-Lippstadt;NA;https://ror.org/001rdde17;grid.461668.b;Q1505130;https://www.hshl.de/
Nordrhein-Westfalen;Bergische Universität Wuppertal;Wuppertal;Universität;öffentlich-rechtlich;ja;https://www.bib.uni-wuppertal.de/de/forschen/open-access/;ja;Dr. Anja Platz-Schliebs, Dr. Christian Schäffer;NA;https://oa2020-de.org/pages/uebersichtoabeauftragte/;ja;https://www.bib.uni-wuppertal.de/de/forschen/open-access/open-access-publizieren/;"schaeffer[at]uni-wuppertal[?dot]de; boehnke[at]uni-wuppertal[dot]de";nein;NA;NA;nein;NA;NA;nein;NA;NA;ja;https://www.bib.uni-wuppertal.de/de/forschen/open-access/publikationsfonds/;ja;https://www.bib.uni-wuppertal.de/de/forschen/open-access/publikationsfonds/;"ja; andere";http://elpub.bib.uni-wuppertal.de;https://noah.nrw/;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;Bergische Universität Wuppertal;University of Wuppertal;https://ror.org/00613ak93;grid.7787.f;Q447953;https://www.uni-wuppertal.de
Nordrhein-Westfalen;Kunsthochschule für Medien Köln;Köln;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://e-publications.khm.de/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;Kunsthochschule der Medien Köln;NA;https://ror.org/00f2wje32;grid.465887.0;Q827038;https://www.khm.de
Nordrhein-Westfalen;Hochschule Düsseldorf;Düsseldorf;Hochschule;öffentlich-rechtlich;ja;https://bib.hs-duesseldorf.de/forschung/openaccess;nein;NA;NA;NA;ja;https://bib.hs-duesseldorf.de/forschung/openaccess/Seiten/openaccess.aspx;information[dot]bibliothek[at]hs-duesseldorf[dot]de?;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;ja;https://opus4.kobv.de/opus4-hs-duesseldorf/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;Hochschule Düsseldorf;NA;https://ror.org/00ftx0026;grid.440973.d;Q322886;https://www.hs-duesseldorf.de/
Nordrhein-Westfalen;Fachhochschule Münster;Münster;Hochschule;öffentlich-rechtlich;ja;https://www.fh-muenster.de/bibliothek/publikationen/open_access.php;nein;NA;NA;NA;ja;https://www.fh-muenster.de/bibliothek/publikationen/open_access.php;klotz-berendes[at]fh-muenster[dot]de;nein;NA;NA;nein;NA;NA;nein;NA;NA;ja;https://www.fh-muenster.de/bibliothek/publikationen/open_access.php;nein;NA;ja;https://www.hb.fh-muenster.de/opus4/home;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;Fachhochschule Münster;NA;https://ror.org/00pv45a02;grid.440964.b;Q554425;https://www.fh-muenster.de/
Nordrhein-Westfalen;Kunstakademie Münster / Hochschule für Bildende Künste;Münster;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-07-02T22:00:00Z;Kunstakademie Münster;NA;https://ror.org/00ztzxf77;grid.465825.8;NA;https://www.kunstakademie-muenster.de
Sachsen;Evangelische Hochschule Dresden - University of Applied Sciences for Social Work, Education and Nursing;Dresden;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;NA;NA;https://ror.org/02r724415;grid.466406.6;Q1380226;https://www.ehs-dresden.de
Saarland;Fachhochschule für Verwaltung des Saarlandes;Quierschied;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;NA;NA;https://ror.org/01eyhzm47;grid.466312.4;Q1391274;https://www.saarland.de/fhsv/DE/home/home_node.html
Saarland;Hochschule für Musik Saar;Saarbrücken;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;Hochschule für Musik Saar;NA;https://ror.org/029r33q13;grid.466197.b;Q1487242;https://www.hfm.saarland.de/
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes;Saarbrücken;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;ja;04.02.2020;nein;nein;nein;LM;2022-06-01T22:00:00Z;Hochschule für Technik und Wirtschaft des Saarlandes;NA;https://ror.org/02ge27m07;grid.424705.0;Q884111;https://www.htwsaar.de/
Saarland;Hochschule der Bildenden Künste Saar;Saarbrücken;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;Hochschule für Bildende Künste Saar;NA;https://ror.org/04z03cz64;grid.466277.6;Q1622149;https://www.hbksaar.de/
Sachsen;Hochschule für Grafik und Buchkunst Leipzig;Leipzig;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;andere;NA;https://www.hgb-leipzig.de/einrichtungen/bibliothek/qucosa/;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;NA;NA;https://ror.org/03hzkp562;grid.462294.f;Q315175;https://www.hgb-leipzig.de
Sachsen;Palucca Hochschule für Tanz Dresden;Dresden;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;NA;NA;https://ror.org/01ptm9403;grid.466444.0;Q2048456;https://www.palucca.eu/
Sachsen;Hochschule der Sächsischen Polizei (FH);Rothenburg;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;NA;NA;https://ror.org/01qjbb734;grid.466318.e;Q1509323;https://www.polizei.sachsen.de/de/polfh.htm
Sachsen;Hochschule für Musik Carl Maria von Weber Dresden;Dresden;Hochschule;öffentlich-rechtlich;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;andere;NA;https://diu.qucosa.de/;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;NA;NA;https://ror.org/01y01jq30;grid.461657.7;Q468181;https://www.hfmdd.de
Sachsen;Technische Universität Bergakademie Freiberg;Freiberg;Universität;öffentlich-rechtlich;ja;https://tu-freiberg.de/ub/publizieren/open-access;nein;NA;NA;NA;ja;https://tu-freiberg.de/ub/publizieren/open-access;erm[at]ub[?dot]tu-freiberg[?dot]de;ja;NA;https://tu-freiberg.de/sites/default/files/media/universitaetsbibliothek-5210/openaccess/open_access_policy.pdf;nein;NA;NA;nein;NA;NA;ja;https://tu-freiberg.de/ub/publizieren/open-access/publikationsfonds;nein;NA;andere;NA;https://tubaf.qucosa.de/;nein;NA;nein;NA;nein;NA;NA;nein;NA;nein;nein;nein;LM;2022-06-01T22:00:00Z;Technische Universität Bergakademie Freiberg;TU Bergakademie Freiberg;https://ror.org/031vc2293;grid.6862.a;Q689854;https://tu-freiberg.de/
Nordrhein-Westfalen;Katholische Hochschule Nordrhein-Westfalen;Köln;Hochschule;kirchlich, staatlich anerkannt;nein;NA;nein;NA;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;NA;nein;NA;nein;NA;andere;NA;https://kidoks.bsz-bw.de/home;nein;NA;nein;NA;nein;NA;NA;ja;09.05.2022;nein;nein;nein;LM;2022-03-19T23:00:00Z;Katholische Hochschule Nordrhein-Westfalen;NA;https://ror.org/024nr0776;grid.466086.a;Q1736344;https://www.katho-nrw.de/katho-nrw/
